GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,"Households; Estimate; Less than $10,000","Households; Margin of Error; Less than $10,000","Families; Estimate; Less than $10,000","Families; Margin of Error; Less than $10,000","Married-couple families; Estimate; Less than $10,000","Married-couple families; Margin of Error; Less than $10,000","Nonfamily households; Estimate; Less than $10,000","Nonfamily households; Margin of Error; Less than $10,000","Households; Estimate; $10,000 to $14,999","Households; Margin of Error; $10,000 to $14,999","Families; Estimate; $10,000 to $14,999","Families; Margin of Error; $10,000 to $14,999","Married-couple families; Estimate; $10,000 to $14,999","Married-couple families; Margin of Error; $10,000 to $14,999","Nonfamily households; Estimate; $10,000 to $14,999","Nonfamily households; Margin of Error; $10,000 to $14,999","Households; Estimate; $15,000 to $24,999","Households; Margin of Error; $15,000 to $24,999","Families; Estimate; $15,000 to $24,999","Families; Margin of Error; $15,000 to $24,999","Married-couple families; Estimate; $15,000 to $24,999","Married-couple families; Margin of Error; $15,000 to $24,999","Nonfamily households; Estimate; $15,000 to $24,999","Nonfamily households; Margin of Error; $15,000 to $24,999","Households; Estimate; $25,000 to $34,999","Households; Margin of Error; $25,000 to $34,999","Families; Estimate; $25,000 to $34,999","Families; Margin of Error; $25,000 to $34,999","Married-couple families; Estimate; $25,000 to $34,999","Married-couple families; Margin of Error; $25,000 to $34,999","Nonfamily households; Estimate; $25,000 to $34,999","Nonfamily households; Margin of Error; $25,000 to $34,999","Households; Estimate; $35,000 to $49,999","Households; Margin of Error; $35,000 to $49,999","Families; Estimate; $35,000 to $49,999","Families; Margin of Error; $35,000 to $49,999","Married-couple families; Estimate; $35,000 to $49,999","Married-couple families; Margin of Error; $35,000 to $49,999","Nonfamily households; Estimate; $35,000 to $49,999","Nonfamily households; Margin of Error; $35,000 to $49,999","Households; Estimate; $50,000 to $74,999","Households; Margin of Error; $50,000 to $74,999","Families; Estimate; $50,000 to $74,999","Families; Margin of Error; $50,000 to $74,999","Married-couple families; Estimate; $50,000 to $74,999","Married-couple families; Margin of Error; $50,000 to $74,999","Nonfamily households; Estimate; $50,000 to $74,999","Nonfamily households; Margin of Error; $50,000 to $74,999","Households; Estimate; $75,000 to $99,999","Households; Margin of Error; $75,000 to $99,999","Families; Estimate; $75,000 to $99,999","Families; Margin of Error; $75,000 to $99,999","Married-couple families; Estimate; $75,000 to $99,999","Married-couple families; Margin of Error; $75,000 to $99,999","Nonfamily households; Estimate; $75,000 to $99,999","Nonfamily households; Margin of Error; $75,000 to $99,999","Households; Estimate; $100,000 to $149,999","Households; Margin of Error; $100,000 to $149,999","Families; Estimate; $100,000 to $149,999","Families; Margin of Error; $100,000 to $149,999","Married-couple families; Estimate; $100,000 to $149,999","Married-couple families; Margin of Error; $100,000 to $149,999","Nonfamily households; Estimate; $100,000 to $149,999","Nonfamily households; Margin of Error; $100,000 to $149,999","Households; Estimate; $150,000 to $199,999","Households; Margin of Error; $150,000 to $199,999","Families; Estimate; $150,000 to $199,999","Families; Margin of Error; $150,000 to $199,999","Married-couple families; Estimate; $150,000 to $199,999","Married-couple families; Margin of Error; $150,000 to $199,999","Nonfamily households; Estimate; $150,000 to $199,999","Nonfamily households; Margin of Error; $150,000 to $199,999","Households; Estimate; $200,000 or more","Households; Margin of Error; $200,000 or more","Families; Estimate; $200,000 or more","Families; Margin of Error; $200,000 or more","Married-couple families; Estimate; $200,000 or more","Married-couple families; Margin of Error; $200,000 or more","Nonfamily households; Estimate; $200,000 or more","Nonfamily households; Margin of Error; $200,000 or more",Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
8600000US10001,10001,ZCTA5 10001,11639,506,3668,451,2734,412,7971,524,8.6,2.1,5.2,3.6,1.9,1.7,10.1,2.7,4.1,1.5,3.3,2.5,2.1,3.0,4.5,1.8,9.3,2.5,10.6,6.9,7.8,8.1,8.6,2.1,5.1,1.1,3.2,1.4,3.0,1.7,6.0,1.5,9.2,2.1,9.7,4.5,9.8,5.2,9.0,2.3,8.5,1.9,6.4,2.7,6.7,3.1,9.6,2.5,9.8,2.0,14.8,4.9,9.6,5.5,7.6,1.9,13.2,2.7,10.3,2.9,12.4,3.8,14.3,3.6,10.0,2.1,9.5,3.1,12.4,4.0,10.3,2.9,22.1,2.8,26.9,5.2,34.1,6.7,19.9,3.2,86801,10346,91418,12053,(X),(X),80823,11337,158183,25853,179351,28737,N,N,147978,33847,24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.6,(X)
8600000US10002,10002,ZCTA5 10002,33348,548,17572,657,9991,617,15776,665,15.5,1.7,9.2,2.1,6.0,2.3,23.0,2.5,12.6,1.3,13.1,2.1,14.7,2.7,12.4,1.6,14.0,1.6,15.3,2.3,16.2,3.1,12.4,2.2,8.8,1.4,12.5,2.4,11.2,2.6,6.4,1.4,10.0,1.4,12.9,2.1,10.9,2.4,6.5,1.6,14.2,1.7,15.0,2.2,13.0,2.8,12.1,2.1,7.1,1.2,7.0,1.7,6.7,2.0,7.1,1.9,8.5,1.2,7.7,1.6,10.0,2.5,9.1,1.6,3.4,0.6,2.9,0.9,4.0,1.4,3.9,1.2,5.9,0.7,4.3,0.8,7.4,1.4,7.2,1.3,33726,3127,34755,4544,(X),(X),27472,3792,61946,2672,57927,4110,69979,6108,64542,5495,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X)
8600000US10003,10003,ZCTA5 10003,27487,679,7331,581,6135,511,20156,849,6.1,1.0,2.5,1.7,1.4,1.7,7.4,1.2,1.9,0.7,1.0,0.8,1.0,1.0,2.2,0.9,7.0,1.5,3.5,2.4,1.6,1.3,8.3,1.8,4.9,1.2,4.2,2.1,3.3,1.9,5.1,1.4,6.4,1.2,4.2,1.8,3.0,1.6,7.2,1.5,13.0,1.9,9.5,2.9,8.9,3.0,14.4,2.2,11.3,1.7,9.4,2.6,9.1,2.5,12.0,2.1,15.2,1.8,14.3,3.0,14.3,3.2,15.7,2.2,11.6,1.7,13.2,3.0,14.7,3.6,10.9,1.8,22.5,1.9,38.1,3.9,42.7,4.3,16.7,1.9,98151,5628,156642,18981,(X),(X),86081,3552,161692,10734,254227,29785,N,N,127381,7777,23.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.7,(X)
8600000US10004,10004,ZCTA5 10004,1574,201,591,137,502,120,983,191,2.2,1.7,2.0,2.4,0.0,5.8,3.1,2.7,0.3,0.5,0.0,4.9,0.0,5.8,0.5,0.8,1.7,2.1,0.0,4.9,0.0,5.8,2.6,3.4,6.5,5.7,2.7,5.0,3.2,5.9,8.7,8.7,5.1,3.2,5.2,5.3,3.4,4.1,5.7,5.2,7.1,6.7,2.7,5.1,3.2,6.1,9.7,9.9,14.8,4.9,0.0,4.9,0.0,5.8,22.3,7.7,22.0,7.6,16.8,11.3,16.9,12.1,25.2,9.9,12.4,6.4,11.7,10.0,13.7,11.7,12.8,8.3,28.0,7.4,58.9,13.1,59.6,14.1,9.4,5.2,119691,15833,224484,52225,(X),(X),95444,15507,177262,24337,287797,48923,N,N,109722,17641,22.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X)
8600000US10005,10005,ZCTA5 10005,4252,396,1270,274,1127,279,2982,399,7.9,4.1,0.2,0.3,0.0,2.6,11.3,5.6,0.8,0.9,0.0,2.3,0.0,2.6,1.2,1.3,4.5,2.7,2.0,3.2,0.0,2.6,5.5,3.6,1.9,1.3,2.4,2.5,0.0,2.6,1.7,1.8,1.4,1.6,0.0,2.3,0.0,2.6,2.0,2.3,9.0,3.4,3.3,4.5,2.8,4.4,11.8,4.7,9.9,4.4,10.9,9.3,12.3,10.3,9.5,4.9,24.6,6.4,24.0,10.3,24.6,11.8,25.8,7.3,12.5,4.6,11.7,7.6,11.2,8.0,12.9,5.7,27.4,6.6,45.4,10.9,49.2,12.3,18.3,6.7,124194,10342,196011,41719,(X),(X),109556,11235,176424,28643,261819,64592,N,N,135924,26783,25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X)
8600000US10006,10006,ZCTA5 10006,1745,225,453,123,362,110,1292,206,6.9,4.0,2.2,5.5,2.8,6.9,8.5,5.2,5.2,4.2,0.0,6.4,0.0,7.9,7.0,5.6,0.0,1.7,0.0,6.4,0.0,7.9,0.0,2.3,0.7,1.1,0.0,6.4,0.0,7.9,0.9,1.5,3.2,3.1,0.0,6.4,0.0,7.9,4.3,4.2,15.7,6.6,7.5,8.9,9.4,11.0,18.6,8.2,6.6,4.8,2.4,4.4,3.0,5.4,8.0,6.3,22.3,7.4,40.0,15.6,30.7,14.0,18.0,8.2,7.5,4.9,8.4,9.8,10.5,12.4,5.3,4.4,32.0,8.2,39.5,18.0,43.6,20.0,29.4,9.0,123691,27459,141369,76393,176500,94307,103023,34723,162688,23020,176921,35835,N,N,156322,29206,21.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),15.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X)
8600000US10007,10007,ZCTA5 10007,2781,229,1428,187,1315,170,1353,214,2.9,2.1,2.3,2.6,1.2,1.9,3.5,3.2,1.4,1.5,0.0,2.1,0.0,2.3,2.9,3.0,0.6,1.1,1.3,2.2,0.0,2.3,0.0,2.2,0.7,1.1,1.4,2.1,1.5,2.3,0.0,2.2,3.8,2.7,2.7,2.6,1.3,2.1,5.0,4.5,5.9,2.6,2.3,2.8,1.2,2.1,9.6,4.2,5.3,2.9,1.8,2.0,2.0,2.1,8.9,5.9,10.4,4.4,6.2,4.1,5.3,3.9,14.7,7.6,9.2,3.9,5.7,3.8,6.2,4.0,13.0,6.5,59.8,5.3,76.3,5.9,81.3,5.9,42.4,8.9,"250,000+",***,"250,000+",***,(X),(X),155665,36152,441278,56347,570723,84593,N,N,304243,61991,15.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),14.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.1,(X)
8600000US10009,10009,ZCTA5 10009,29770,465,10991,774,6004,653,18779,790,12.7,1.4,7.6,2.3,3.4,2.4,15.6,2.0,7.7,1.3,6.8,1.9,3.6,1.6,8.5,1.9,9.6,1.4,11.7,2.8,7.0,2.3,8.5,1.7,7.2,1.3,10.3,2.2,7.5,2.7,5.8,1.6,8.4,1.4,10.0,2.6,8.4,3.1,7.0,1.7,12.3,1.8,11.3,2.6,11.2,3.8,13.2,2.4,11.2,1.8,7.2,2.2,7.6,3.0,13.0,2.3,14.4,1.8,14.1,3.1,15.6,4.1,14.7,2.4,7.1,1.4,7.9,2.2,12.5,3.7,6.7,1.7,9.4,1.6,13.1,2.7,23.3,4.2,6.9,1.9,59090,5355,58913,7933,105057,18320,58095,8830,85207,5441,101346,11401,N,N,74995,5332,24.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X)
8600000US10010,10010,ZCTA5 10010,16050,639,4482,453,3419,428,11568,654,7.8,2.1,3.4,2.6,1.4,1.1,9.5,2.8,3.9,1.9,2.6,3.0,0.0,0.9,4.4,2.4,4.9,1.4,1.9,1.4,1.2,1.3,6.1,1.9,4.0,1.4,2.2,1.7,1.6,1.8,4.6,1.9,5.5,1.7,5.5,3.8,3.0,2.9,5.5,1.7,13.2,2.8,9.5,4.2,5.3,3.2,14.6,3.8,9.4,2.4,6.5,2.6,6.3,2.8,10.6,3.0,15.8,2.8,16.4,5.2,17.6,6.1,15.8,3.3,8.7,1.9,9.9,4.0,9.5,3.9,8.2,2.2,26.7,2.6,42.1,5.2,54.0,6.1,20.5,3.1,101718,7116,154000,35793,(X),(X),86075,9660,154979,9747,215431,22135,N,N,131039,10459,23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.1,(X)
8600000US10011,10011,ZCTA5 10011,29762,985,9004,730,7038,718,20758,965,5.3,1.1,2.7,1.4,0.1,0.2,6.4,1.5,2.9,0.9,1.2,1.1,1.1,1.3,3.6,1.2,5.7,1.1,2.1,1.1,1.0,0.5,7.3,1.5,4.8,1.3,2.4,1.6,1.0,1.2,5.8,1.7,7.7,1.3,5.0,2.1,3.0,2.2,9.2,1.7,9.6,1.4,8.0,3.0,5.8,2.8,10.5,1.8,8.4,1.4,7.3,2.5,7.3,2.7,8.9,1.6,17.4,2.3,11.6,3.7,13.0,4.3,19.5,3.0,11.0,1.8,15.5,3.8,18.2,4.7,9.3,1.8,27.3,2.3,44.1,4.9,49.6,5.6,19.3,2.5,109818,7540,178875,17451,(X),(X),92359,9898,196817,12211,304892,29328,N,N,144530,11465,22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.3,(X)
8600000US10012,10012,ZCTA5 10012,12470,442,3599,352,2984,285,8871,466,7.4,1.8,4.8,3.2,3.2,2.4,8.4,2.1,2.3,1.0,2.4,1.9,1.6,1.9,2.3,1.0,4.5,1.4,2.1,2.0,2.6,2.4,5.5,1.9,6.3,1.5,5.6,2.0,6.5,2.4,6.5,2.0,7.3,2.1,4.2,2.8,2.5,1.8,8.6,2.6,10.9,2.4,8.1,3.3,5.1,2.7,12.1,2.8,10.5,2.2,7.0,3.4,8.0,4.1,11.9,3.1,17.4,2.4,16.0,4.6,17.5,5.4,17.9,2.9,12.9,2.4,15.8,4.6,16.1,5.0,12.0,2.7,20.5,2.6,34.0,6.1,37.0,7.2,14.7,2.6,100859,5399,149313,15029,(X),(X),84274,9473,141430,9309,196493,21403,N,N,118524,9337,25.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X)
8600000US10013,10013,ZCTA5 10013,11558,507,5728,526,4558,456,5830,464,8.1,1.6,3.8,1.8,3.3,1.8,12.3,2.7,5.0,1.4,3.6,1.7,3.5,1.7,6.4,2.3,11.0,2.3,12.1,3.6,8.5,3.3,10.4,2.8,4.7,1.3,6.0,2.7,6.2,2.9,3.3,1.8,6.0,1.8,5.2,1.9,5.3,2.0,6.4,2.7,9.0,2.4,6.7,2.4,5.4,2.0,11.4,3.7,6.7,1.9,6.7,2.5,5.8,2.5,7.1,2.7,12.0,2.5,11.2,3.2,9.7,3.2,12.1,3.7,5.9,1.5,4.0,1.7,4.0,1.8,7.9,2.2,31.7,2.7,40.9,3.7,48.4,4.5,22.7,4.3,96667,17159,117453,14115,(X),(X),73828,16273,242875,27704,305147,34696,N,N,181219,43046,30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X)
8600000US10014,10014,ZCTA5 10014,18786,671,4285,447,3689,407,14501,724,3.4,1.0,0.7,0.9,0.6,1.0,4.2,1.3,2.0,0.9,1.3,1.7,1.5,2.0,2.3,1.0,4.1,1.2,2.0,1.4,2.4,1.6,4.7,1.4,4.9,1.4,2.3,1.8,2.1,2.0,5.6,1.7,6.4,1.7,2.3,1.7,2.1,1.7,7.6,2.1,14.1,2.5,10.7,4.3,7.7,3.4,15.3,2.8,11.2,2.0,6.0,2.4,6.2,2.6,12.8,2.5,13.8,2.2,12.1,3.4,11.0,3.2,14.3,2.7,11.0,1.9,14.8,4.6,15.6,4.9,9.8,2.0,29.0,2.6,47.8,5.4,51.0,5.7,23.5,3.0,113973,10369,184570,25349,201362,20125,92307,6598,179375,9550,288229,33508,N,N,146826,10350,21.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.2,(X)
8600000US10016,10016,ZCTA5 10016,28390,961,7958,733,6605,606,20432,995,6.5,1.6,2.6,1.7,1.9,1.9,8.1,2.1,2.9,1.0,2.3,1.5,2.2,1.9,3.1,1.3,4.6,1.1,3.8,3.4,0.8,1.1,5.9,1.5,3.3,1.1,2.4,1.7,2.1,1.7,3.6,1.4,7.7,1.6,5.2,2.3,4.2,1.7,7.7,1.5,12.1,1.8,4.9,1.9,4.6,2.2,14.9,2.4,10.2,1.8,5.1,2.4,5.5,2.7,12.2,2.3,19.2,2.5,20.5,4.8,19.6,5.0,19.0,2.8,10.8,1.6,12.6,3.8,12.4,3.5,9.8,1.8,22.7,1.9,40.6,4.8,46.8,4.9,15.5,2.2,104826,5131,163077,18587,(X),(X),89256,7200,152944,8891,238600,26975,N,N,118843,7256,22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X)
8600000US10017,10017,ZCTA5 10017,10157,665,2984,392,2393,383,7173,610,6.0,1.9,3.9,3.1,3.0,2.8,7.0,2.5,1.9,1.2,2.5,3.0,0.4,0.7,1.6,1.1,6.3,2.5,1.8,2.2,0.2,0.2,8.2,3.4,2.3,1.2,0.9,1.4,1.2,1.8,2.8,1.5,7.3,2.2,2.2,2.1,2.7,2.6,9.5,3.0,12.7,3.3,4.1,2.9,5.0,3.6,16.1,4.3,10.1,2.8,6.0,3.9,4.8,3.4,12.3,3.6,18.7,3.9,22.1,7.3,18.2,6.4,17.6,4.4,10.2,3.1,10.4,6.1,13.0,7.4,9.6,3.7,24.6,3.7,46.0,7.7,51.6,8.4,15.4,4.2,106421,12463,174848,41101,(X),(X),81934,10003,160725,15326,234768,29833,N,N,129180,16432,24.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.2,(X)
8600000US10018,10018,ZCTA5 10018,4712,280,1049,210,774,179,3663,277,7.0,2.4,4.9,4.4,3.1,3.0,8.2,3.0,3.6,2.1,1.4,2.2,0.0,3.8,4.2,2.5,5.5,2.2,4.6,3.9,0.4,0.7,5.7,2.8,5.8,2.4,7.5,4.5,5.2,5.0,4.7,2.5,4.4,1.8,3.0,2.7,4.0,3.8,4.8,2.3,9.9,2.7,11.2,5.4,8.4,6.5,9.5,3.1,10.1,2.7,7.7,6.2,5.7,4.8,10.7,3.2,18.6,4.1,15.2,9.6,18.1,11.7,19.6,4.7,12.5,3.2,7.9,4.5,9.6,6.0,13.8,4.1,22.9,4.0,36.7,8.9,45.6,11.7,18.9,4.3,105500,11540,115179,42442,(X),(X),101691,10850,144419,14518,175083,26121,N,N,135513,17277,27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X)
8600000US10019,10019,ZCTA5 10019,23146,806,6255,519,4802,495,16891,866,7.2,1.5,4.4,2.3,3.7,2.5,8.3,1.8,4.7,1.3,3.7,2.0,1.8,1.5,5.1,1.5,6.7,1.4,2.6,1.4,1.3,1.1,8.3,1.8,5.2,1.2,3.8,1.9,2.6,1.7,5.7,1.5,7.1,1.8,7.9,3.0,6.4,2.8,7.0,2.2,11.9,2.3,8.9,3.3,6.0,3.1,13.2,2.8,10.7,2.2,8.7,3.2,7.6,3.3,11.2,2.8,15.0,2.5,13.0,3.8,15.6,4.8,15.6,3.1,9.8,1.9,10.8,3.9,11.9,4.4,9.5,2.0,21.7,2.4,36.3,6.1,43.2,7.0,16.2,2.5,94022,5480,137399,28398,(X),(X),80844,8935,144753,9121,215433,28091,N,N,118045,8863,24.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.5,(X)
8600000US10020,10020,ZCTA5 10020,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10021,10021,ZCTA5 10021,23739,1133,9431,849,7792,707,14308,1013,4.9,1.4,2.1,1.4,1.1,0.9,7.0,2.2,3.1,1.5,0.5,0.8,0.7,1.0,4.7,2.4,4.3,1.4,1.0,0.8,1.2,0.9,6.2,2.1,4.4,1.4,1.5,1.3,1.8,1.6,6.3,2.0,7.9,2.1,4.1,2.9,4.9,3.5,10.4,3.2,11.0,2.1,5.4,2.1,4.5,2.4,14.9,2.9,8.8,2.0,5.0,2.3,3.0,1.5,11.6,2.9,13.7,2.8,12.4,4.8,10.8,4.5,14.6,3.3,9.6,2.0,12.4,3.6,12.4,4.3,7.5,2.4,32.4,3.6,55.7,5.6,59.5,5.9,16.8,4.1,115076,13697,229975,22071,(X),(X),75575,7147,218180,17613,351722,36740,N,N,128616,14286,30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X)
8600000US10022,10022,ZCTA5 10022,17892,660,5998,557,5525,567,11894,649,4.7,1.4,2.1,1.2,1.9,1.3,6.1,2.1,1.7,1.0,0.1,0.1,0.1,0.1,2.5,1.5,5.4,1.4,2.0,1.5,1.5,1.3,7.1,2.2,2.7,1.1,0.3,0.3,0.3,0.3,4.0,1.7,6.7,1.9,3.3,2.5,3.5,2.7,8.4,2.4,10.3,2.1,6.4,2.6,5.7,2.3,12.2,2.8,9.8,2.2,3.9,2.3,3.2,2.2,12.7,3.1,15.3,2.2,13.7,4.1,12.2,4.0,16.6,2.7,10.3,2.1,9.4,3.4,9.9,3.6,10.7,2.7,33.2,3.1,59.1,6.0,61.7,6.2,19.7,3.8,126378,8059,245941,22262,(X),(X),91457,7882,234492,24394,408657,68407,N,N,144929,14474,26.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X)
